# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant12	CM008772.1	10866	11246	+	PIM95955.1			30S ribosomal protein S12	rpsL		magtdc_106	381	126	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant12	CM008772.1	11493	12890	+					glyA		magtdc_107	1398		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant12	CM008772.1	11493	12890	+	PIM95956.1			Serine hydroxymethyltransferase	glyA		magtdc_107	1398	465	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant12	CM008772.1	14079	15251	+					metC		magtdc_108	1173		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant12	CM008772.1	14079	15251	+	PIM95957.1			cystathionine beta-lyase	metC		magtdc_108	1173	390	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant12	CM008772.1	15252	15935	+					cysE		magtdc_109	684		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant12	CM008772.1	15252	15935	+	PIM95958.1			Serine acetyltransferase	cysE		magtdc_109	684	227	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant13	CM008773.1	1	564	+					cobH		magtdc_110	564		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant13	CM008773.1	1	564	+	PIM95948.1			Precorrin-8X methylmutase	cobH		magtdc_110	564	187	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant13	CM008773.1	508	4557	-					rpoC		magtdc_111	4050		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant13	CM008773.1	508	4557	-	PIM95949.1			DNA-directed RNA polymerase subunit beta'	rpoC		magtdc_111	4050	1349	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant13	CM008773.1	4488	8162	-					rpoB		magtdc_112	3675		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant13	CM008773.1	4488	8162	-	PIM95950.1			DNA-directed RNA polymerase subunit beta	rpoB		magtdc_112	3675	1224	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant13	CM008773.1	8652	9581	+					ribD		magtdc_113	930		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant13	CM008773.1	8652	9581	+	PIM95951.1			Riboflavin biosynthesis protein RibD	ribD		magtdc_113	930	309	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant14	CM008774.1	397	4065	+					rpoB		magtdc_114	3669		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant14	CM008774.1	397	4065	+	PIM95944.1			DNA-directed RNA polymerase subunit beta	rpoB		magtdc_114	3669	1222	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant14	CM008774.1	4242	8084	+					rpoC		magtdc_115	3843		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant14	CM008774.1	4242	8084	+	PIM95945.1			DNA-directed RNA polymerase subunit beta'	rpoC		magtdc_115	3843	1280	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant14	CM008774.1	11803	12759	-					cobD		magtdc_116	957		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant14	CM008774.1	11803	12759	-	PIM95946.1			cobalamin biosynthesis protein	cobD		magtdc_116	957	318	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant15	CM008775.1	1803	2351	-					tsf		magtdc_117	549		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant15	CM008775.1	1803	2351	-	PIM95941.1			elongation factor EF-Ts	tsf		magtdc_117	549	182	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant15	CM008775.1	4759	5775	-							magtdc_118	1017		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant15	CM008775.1	4759	5775	-	PIM95942.1			hypothetical protein			magtdc_118	1017	338	
gene	rRNA	GCA_002774925.1	Primary Assembly	chromosome	variant15	CM008775.1	6193	8905	-							magtdc_120	2713		
rRNA		GCA_002774925.1	Primary Assembly	chromosome	variant15	CM008775.1	6193	8905	-				23S ribosomal RNA			magtdc_120	2713		
gene	rRNA	GCA_002774925.1	Primary Assembly	chromosome	variant15	CM008775.1	9010	10560	-							magtdc_119	1551		
rRNA		GCA_002774925.1	Primary Assembly	chromosome	variant15	CM008775.1	9010	10560	-				16S ribosomal RNA			magtdc_119	1551		
gene	rRNA	GCA_002774925.1	Primary Assembly	chromosome	variant16	CM008776.1	3510	5022	+							magtdc_122	1513		
rRNA		GCA_002774925.1	Primary Assembly	chromosome	variant16	CM008776.1	3510	5022	+				16S ribosomal RNA			magtdc_122	1513		
gene	rRNA	GCA_002774925.1	Primary Assembly	chromosome	variant16	CM008776.1	5182	7881	+							magtdc_121	2700		
rRNA		GCA_002774925.1	Primary Assembly	chromosome	variant16	CM008776.1	5182	7881	+				23S ribosomal RNA			magtdc_121	2700		
gene	rRNA	GCA_002774925.1	Primary Assembly	chromosome	variant17	CM008777.1	367	1903	+							magtdc_123	1537		
rRNA		GCA_002774925.1	Primary Assembly	chromosome	variant17	CM008777.1	367	1903	+				16S ribosomal RNA			magtdc_123	1537		
gene	rRNA	GCA_002774925.1	Primary Assembly	chromosome	variant17	CM008777.1	2083	4767	+							magtdc_124	2685		
rRNA		GCA_002774925.1	Primary Assembly	chromosome	variant17	CM008777.1	2083	4767	+				23S ribosomal RNA			magtdc_124	2685		
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant18	CM008778.1	343	1068	-					prfA		magtdc_125	726		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant18	CM008778.1	343	1068	-	PIM95935.1			Peptide chain release factor 1	prfA		magtdc_125	726	241	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant20	CM008781.1	25	675	+					xxxJ		magtdc_127	651		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant20	CM008781.1	25	675	+	PIM95926.1			Alpha/beta hydrolase	xxxJ		magtdc_127	651	216	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	3430	4137	+					cobS		magtdc_128	708		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	3430	4137	+	PIM95915.1			Adenosylcobinamide-GDP ribazoletransferase	cobS		magtdc_128	708	235	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	4904	5914	-					trpS		magtdc_129	1011		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	4904	5914	-	PIM95916.1			Tryptophan--tRNA ligase	trpS		magtdc_129	1011	336	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	7680	8438	+					glyQ		magtdc_130	759		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	7680	8438	+	PIM95917.1			Glycine--tRNA ligase alpha subunit	glyQ		magtdc_130	759	252	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	23243	24700	+					infB		magtdc_131	1458		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	23243	24700	+	PIM95918.1			Translation initiation factor IF-2	infB		magtdc_131	1458	485	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	27210	28169	+					cobD		magtdc_132	960		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	27210	28169	+	PIM95919.1			cobalamin biosynthesis protein	cobD		magtdc_132	960	319	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	45569	46273	-					cobA		magtdc_133	705		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	45569	46273	-	PIM95920.1			putative uroporphyrin-III c-methyltransferase	cobA		magtdc_133	705	234	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	47094	47606	-							magtdc_134	513		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	47094	47606	-	PIM95921.1			hypothetical protein			magtdc_134	513	170	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	53517	53873	-					infC		magtdc_135	357		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	53517	53873	-	PIM95922.1			Translation initiation factor IF-3	infC		magtdc_135	357	118	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	54212	58252	-					rpoC		magtdc_136	4041		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	54212	58252	-	PIM95923.1			DNA-directed RNA polymerase subunit beta'	rpoC		magtdc_136	4041	1346	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	58256	61975	-					rpoB		magtdc_137	3720		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	58256	61975	-	PIM95924.1			DNA-directed RNA polymerase subunit beta	rpoB		magtdc_137	3720	1239	
gene	tRNA	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	62038	62110	-					tRNA-Gly		magtdc_138	73		
tRNA		GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	62038	62110	-				tRNA-Gly	tRNA-Gly		magtdc_138	73		
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	62125	63054	-					gatB		magtdc_139	930		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant21	CM008782.1	62125	63054	-	PIM95925.1			Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	gatB		magtdc_139	930	309	
gene	tRNA	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	76	150	-					tRNA-Met		magtdc_140	75		
tRNA		GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	76	150	-				tRNA-Met	tRNA-Met		magtdc_140	75		
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	600	4361	+					rpoB		magtdc_141	3762		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	600	4361	+	PIM95885.1			DNA-directed RNA polymerase subunit beta	rpoB		magtdc_141	3762	1253	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	4334	8392	+					rpoC		magtdc_142	4059		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	4334	8392	+	PIM95886.1			DNA-directed RNA polymerase subunit beta'	rpoC		magtdc_142	4059	1352	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	11028	12182	+					fbcH		magtdc_143	1155		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	11028	12182	+	PIM95887.1			cytochrome b	fbcH		magtdc_143	1155	384	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	12161	12802	+					petC		magtdc_144	642		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	12161	12802	+	PIM95888.1			Cytochrome c1 precursor	petC		magtdc_144	642	213	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	13102	13725	+					rpsD		magtdc_145	624		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	13102	13725	+	PIM95889.1			30S ribosomal subunit protein S4	rpsD		magtdc_145	624	207	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	13727	14167	-					ctaE		magtdc_146	441		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	13727	14167	-	PIM95890.1			Cytochrome c oxidase subunit 3	ctaE		magtdc_146	441	146	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	14194	14733	-					ctaG		magtdc_147	540		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	14194	14733	-	PIM95891.1			Cytochrome c oxidase assembly protein CtaG	ctaG		magtdc_147	540	179	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	14727	16364	-					ctaD		magtdc_148	1638		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	14727	16364	-	PIM95892.1			cytochrome c oxidase subunit 1	ctaD		magtdc_148	1638	545	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	16354	17133	-					ctaC		magtdc_149	780		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	16354	17133	-	PIM95893.1			cytochrome c oxidase subunit 2	ctaC		magtdc_149	780	259	
gene	tRNA	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	18180	18251	-					tRNA-His		magtdc_150	72		
tRNA		GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	18180	18251	-				tRNA-His	tRNA-His		magtdc_150	72		
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	18269	18892	-							magtdc_151	624		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	18269	18892	-	PIM95894.1			hypothetical protein			magtdc_151	624	207	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	22924	25482	+					ileS		magtdc_152	2559		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	22924	25482	+	PIM95895.1			Isoleucine--tRNA ligase	ileS		magtdc_152	2559	852	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	25472	26533	-							magtdc_153	1062		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	25472	26533	-	PIM95896.1			hypothetical protein			magtdc_153	1062	353	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	29691	30038	+					rplU		magtdc_154	348		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	29691	30038	+	PIM95897.1			50S ribosomal protein L21	rplU		magtdc_154	348	115	
gene	rRNA	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	30489	33197	-							magtdc_156	2709		
rRNA		GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	30489	33197	-				23S ribosomal RNA			magtdc_156	2709		
gene	rRNA	GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	33534	35092	-							magtdc_155	1559		
rRNA		GCA_002774925.1	Primary Assembly	chromosome	variant22	CM008783.1	33534	35092	-				16S ribosomal RNA			magtdc_155	1559		
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant23	CM008784.1	769	1485	+							magtdc_157	717		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant23	CM008784.1	769	1485	+	PIM95882.1			hypothetical protein			magtdc_157	717	238	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant23	CM008784.1	6288	7532	+					sufB		magtdc_158	1245		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant23	CM008784.1	6288	7532	+	PIM95883.1			FeS cluster assembly protein sufB	sufB		magtdc_158	1245	414	
gene	tRNA	GCA_002774925.1	Primary Assembly	chromosome	variant23	CM008784.1	18410	18482	+					tRNA-Cys		magtdc_159	73		
tRNA		GCA_002774925.1	Primary Assembly	chromosome	variant23	CM008784.1	18410	18482	+				tRNA-Cys	tRNA-Cys		magtdc_159	73		
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant23	CM008784.1	20412	20537	+					rpmJ		magtdc_160	126		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant23	CM008784.1	20412	20537	+	PIM95884.1			50S ribosomal protein L36	rpmJ		magtdc_160	126	41	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant24	CM008785.1	1230	2402	+					metC		magtdc_161	1173		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant24	CM008785.1	1230	2402	+	PIM95870.1			cystathionine beta-lyase	metC		magtdc_161	1173	390	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant24	CM008785.1	6888	7364	+					cobP		magtdc_162	477		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant24	CM008785.1	6888	7364	+	PIM95871.1			Adenosylcobinamide kinase	cobP		magtdc_162	477	158	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant25	CM008786.1	1131	4325	-					cobN		magtdc_163	3195		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant25	CM008786.1	1131	4325	-	PIM95863.1			Aerobic cobaltochelatase subunit CobN	cobN		magtdc_163	3195	1064	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant25	CM008786.1	7402	8133	-					hisG		magtdc_164	732		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant25	CM008786.1	7402	8133	-	PIM95864.1			ATP phosphoribosyltransferase	hisG		magtdc_164	732	243	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant25	CM008786.1	12574	13275	-					tsf		magtdc_165	702		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant25	CM008786.1	12574	13275	-	PIM95865.1			elongation factor EF-Ts	tsf		magtdc_165	702	233	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	720	1433	+					cysH		magtdc_166	714		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	720	1433	+	PIM95856.1			Phosphoadenosine phosphosulfate reductase	cysH		magtdc_166	714	237	
gene	tRNA	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	1441	1514	-					tRNA-Gln		magtdc_167	74		
tRNA		GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	1441	1514	-				tRNA-Gln	tRNA-Gln		magtdc_167	74		
gene	tRNA	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	1518	1589	-					tRNA-Ile		magtdc_168	72		
tRNA		GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	1518	1589	-				tRNA-Ile	tRNA-Ile		magtdc_168	72		
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	2371	3576	+					sufS		magtdc_169	1206		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	2371	3576	+	PIM95857.1			Cysteine desulfurase	sufS		magtdc_169	1206	401	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	3633	5732	+					valS		magtdc_170	2100		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	3633	5732	+	PIM95858.1			Valine--tRNA ligase	valS		magtdc_170	2100	699	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	6204	7706	-					etfD		magtdc_171	1503		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	6204	7706	-	PIM95859.1			Electron transfer flavoprotein-ubiquinone oxidoreductase	etfD		magtdc_171	1503	500	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	8233	8550	+					hisI		magtdc_172	318		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	8233	8550	+	PIM95860.1			Phosphoribosyl-AMP cyclohydrolase	hisI		magtdc_172	318	105	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	10335	13340	-					dnaE		magtdc_173	3006		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant26	CM008787.1	10335	13340	-	PIM95861.1			DNA polymerase III subunit alpha	dnaE		magtdc_173	3006	1001	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant27	CM008788.1	940	2388	-					cobQ		magtdc_174	1449		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant27	CM008788.1	940	2388	-	PIM95852.1			Cobyric acid synthase	cobQ		magtdc_174	1449	482	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant27	CM008788.1	4479	5039	-					cobB2		magtdc_175	561		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant27	CM008788.1	4479	5039	-	PIM95853.1			Hydrogenobyrinate a,c-diamide synthase	cobB2		magtdc_175	561	186	
gene	protein_coding	GCA_002774925.1	Primary Assembly	chromosome	variant27	CM008788.1	9068	9997	-					ribD		magtdc_176	930		
CDS	with_protein	GCA_002774925.1	Primary Assembly	chromosome	variant27	CM008788.1	9068	9997	-	PIM95854.1			Riboflavin biosynthesis protein RibD	ribD		magtdc_176	930	309	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000028.1	6464	7423	-					cobD		magtdc_177	960		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000028.1	6464	7423	-	PIM95850.1			cobalamin biosynthesis protein	cobD		magtdc_177	960	319	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	2719	3924	+					metC		magtdc_180	1206		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	2719	3924	+	PIM95828.1			cystathionine beta-lyase	metC		magtdc_180	1206	401	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	9035	9394	-					rplT		magtdc_181	360		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	9035	9394	-	PIM95829.1			50S ribosomal subunit protein L20	rplT		magtdc_181	360	119	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	13797	14576	+					ctaC		magtdc_182	780		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	13797	14576	+	PIM95830.1			cytochrome c oxidase subunit 2	ctaC		magtdc_182	780	259	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	14566	16203	+					ctaD		magtdc_183	1638		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	14566	16203	+	PIM95831.1			cytochrome c oxidase subunit 1	ctaD		magtdc_183	1638	545	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	16197	16736	+					ctaG		magtdc_184	540		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	16197	16736	+	PIM95832.1			Cytochrome c oxidase assembly protein CtaG	ctaG		magtdc_184	540	179	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	16769	17203	+					ctaE		magtdc_185	435		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	16769	17203	+	PIM95833.1			Cytochrome c oxidase subunit 3	ctaE		magtdc_185	435	144	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	17205	17828	-					rpsD		magtdc_186	624		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	17205	17828	-	PIM95834.1			30S ribosomal subunit protein S4	rpsD		magtdc_186	624	207	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	18193	18822	-					petC		magtdc_187	630		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	18193	18822	-	PIM95835.1			Cytochrome c1 precursor	petC		magtdc_187	630	209	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	18812	19957	-					fbcH		magtdc_188	1146		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	18812	19957	-	PIM95836.1			cytochrome b	fbcH		magtdc_188	1146	381	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	21765	22229	-					rpsG		magtdc_189	465		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	21765	22229	-	PIM95837.1			30S ribosomal protein S7	rpsG		magtdc_189	465	154	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	22590	26612	-					rpoC		magtdc_190	4023		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	22590	26612	-	PIM95838.1			DNA-directed RNA polymerase subunit beta'	rpoC		magtdc_190	4023	1340	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	26622	30377	-					rpoB		magtdc_191	3756		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	26622	30377	-	PIM95839.1			DNA-directed RNA polymerase subunit beta	rpoB		magtdc_191	3756	1251	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	31625	31957	-					rplQ		magtdc_192	333		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	31625	31957	-	PIM95840.1			50S ribosomal subunit protein L17	rplQ		magtdc_192	333	110	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	31963	32652	-					rpoA		magtdc_193	690		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	31963	32652	-	PIM95841.1			DNA-directed RNA polymerase subunit alpha	rpoA		magtdc_193	690	229	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	36597	36983	-					rplN		magtdc_194	387		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	36597	36983	-	PIM95842.1			50S ribosomal protein L14	rplN		magtdc_194	387	128	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	36959	37183	-					rpsQ		magtdc_195	225		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	36959	37183	-	PIM95843.1			30S ribosomal protein S17	rpsQ		magtdc_195	225	74	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	39639	40121	-					rplD		magtdc_196	483		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	39639	40121	-	PIM95844.1			50S ribosomal subunit protein L4	rplD		magtdc_196	483	160	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	40170	40730	-					rplC		magtdc_197	561		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000030.1	40170	40730	-	PIM95845.1			50S ribosomal subunit protein L3	rplC		magtdc_197	561	186	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000029.1	452	1069	-					petC		magtdc_178	618		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000029.1	452	1069	-	PIM95847.1			Cytochrome c1 precursor	petC		magtdc_178	618	205	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000029.1	1060	2202	-					fbcH		magtdc_179	1143		
